%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          cdv_7          cdv_8          cdv_9          cdv_10         obj_fn         
173      NO_ID      -2.359581359   4.415221937    0.02681346969  -4.893084095   0.8852659394   2.546414822    4.801596756    4.243235373    4.424371458    -4.202327059   3555.247346    
174      NO_ID      -4.961059433   -3.460925973   -1.726315521   2.454330264    2.372887972    3.094490147    3.305817227    -4.08169048    3.093154386    -4.436933338   -4278.398021   
175      NO_ID      2.835883658    4.992787887    -3.064090693   1.872874632    -1.807783      4.382794173    4.518266876    -3.93137905    5.006227142    3.360631404    -43967.86845   
176      NO_ID      1.601809802    4.331739452    1.240474327    -3.884980596   -4.275237496   0.9631233425   -2.119512277   -2.875291166   1.587223743    -3.156531767   391.887375     
177      NO_ID      2.848972386    -3.632245472   3.226187574    3.142023195    3.75887274     -3.492009162   4.988119849    -0.8518087479  -3.807665007   5.12           163756.7758    
178      NO_ID      4.492373374    4.747286549    -1.185367426   1.81046385     -0.1295082038  4.244284552    -0.07780442051 -0.5449056204  1.476647356    1.346432164    -901455.3273   
179      NO_ID      -1.026470805   4.766178494    -2.608133156   -4.838662928   3.530369901    2.937756463    -2.69462197    -0.5999155887  0.005900488602 -1.110656851   -905.330728    
180      NO_ID      4.995359723    -0.01087314718 5.12           4.458213445    -3.773273518   -3.479005827   0.7165930557   -0.8242216437  -2.79888634    4.646749566    194216.004     
181      NO_ID      2.327445901    -1.347624872   -2.703580708   -3.093284026   -3.524006435   -5.07301757    -4.24876482    2.755319678    -3.931742813   2.653105208    1697.526989    
182      NO_ID      2.03543692     4.638327674    -3.53508736    3.713605897    -0.09596979677 4.807942447    4.11163806     -0.2107422693  -0.9010094725  1.437684633    -832414.2223   
183      NO_ID      0.1766165142   1.50552394     2.860883657    4.594696865    3.016053764    -0.4005688503  2.223710629    4.734560922    4.661576589    3.183367333    -2812.600703   
184      NO_ID      3.688645151    2.415630942    -1.539376902   1.35040391     -3.515489727   4.025944331    1.997244176    -2.638678557   1.95346241     1.670821698    -3258.478408   
185      NO_ID      -2.944976559   1.923622063    -3.505691189   -3.218510362   -3.870842562   1.228638547    -1.393909696   0.6176961382   3.16209206     1.45923902     6681.182647    
186      NO_ID      -1.697675566   -3.254217925   -4.02482753    -2.233224261   -5.12          0.4864009828   1.078252648    4.63523451     4.730818613    3.918040524    -417.508651    
187      NO_ID      4.997001525    3.89674806     -3.917429578   5.072359282    -2.300855824   3.082460118    0.2343846506   0.4798812422   3.99768899     3.125612598    339.046126     
188      NO_ID      2.102234781    3.538418313    -0.3898584267  -4.185723727   2.58253581     2.012625653    4.189883186    0.5123377959   0.549113631    -0.7157177119  9.147544       
189      NO_ID      -5.020392444   1.427966777    3.167861195    1.44867767     4.907118347    -4.942160438   -1.754697197   1.112330994    -4.57150955    1.87669661     2939.539214    
190      NO_ID      3.849386513    3.061861915    -1.610832811   4.10311017     0.5467379062   2.074831326    3.433190244    -3.364509144   1.144455533    -0.8361905585  -1538.041427   
191      NO_ID      -4.633570342   2.313218994    3.485447089    -1.990748838   -2.633132726   3.614643341    -3.936374994   -4.953517399   2.167267047    -3.795622957   -2221.97027    
192      NO_ID      4.550168552    0.8586707115   -1.205980903   -0.2278218354  -1.198285201   5.069586374    4.32341454     4.310063654    -4.865160518   -3.627367658   -1412070.879   
193      NO_ID      4.618202744    4.833498405    -3.536434598   2.049104203    -0.8912871534  3.905924251    3.893795996    -3.849189551   4.090507204    -1.841644408   -8967.426827   
194      NO_ID      1.486682956    1.26304113     -3.251268277   4.559599166    2.078180364    0.5575129221   2.741126769    3.798314071    -3.367633746   -4.231559851   1.054607       
195      NO_ID      -3.429945151   5.054345549    4.640268061    4.920548877    0.3025112597   3.980228317    2.168514814    -2.910095249   -1.706527898   1.816622219    -76260.94391   
196      NO_ID      -1.13364482    -3.164715704   3.4873971      5.12           -1.347003588   4.679798713    0.8956583294   -3.066411908   0.02356934114  -3.961638499   54094.33441    
197      NO_ID      4.300159561    4.330843185    0.967819503    4.07456641     -1.615077021   4.878407552    4.729871966    -3.249125526   3.437712842    3.961075874    -164464.7388   
198      NO_ID      -2.999873007   -5.12          1.6138619      -4.359650185   4.24692036     2.167658019    -4.841004996   4.852698555    0.425305658    3.181688316    -27146.78703   
199      NO_ID      -0.3268004597  -4.311307092   3.758411405    -3.979400105   -1.375385199   -1.546537783   -3.109014429   1.859381127    5.101296895    -5.12          -492591.6768   
200      NO_ID      4.901780994    1.82230982     -2.803451554   2.627940797    -0.8856179115  3.247977193    2.366490479    0.1561832306   3.858007816    -1.220853483   -126687.6651   
201      NO_ID      -0.1736827441  4.084369687    5.12           0.6603911153   -3.90682325    3.54743971     1.118180384    -0.9121612363  0.858712648    -4.012438953   -10119.6164    
202      NO_ID      2.579328955    2.983752441    -4.128452921   0.2110751179   -5.032983232   -3.490985679   0.888644652    2.957619513    4.317823031    0.8295141965   620.817282     
203      NO_ID      -0.4483632557  -3.828093012   -4.441649607   -1.583214651   5.005217352    -1.387858463   5.12           3.70604692     -1.865707322   -3.691211561   54989.0878     
204      NO_ID      4.358301119    4.424223355    -3.977292723   4.81606762     -4.716220588   4.331874652    5.107413051    -0.1676131882  4.956657486    0.1361988406   -7257.318637   
205      NO_ID      4.17797535     -4.385840448   -4.454366847   -3.3413993     -2.342258025   2.85837228     -1.286618907   -4.267257152   -3.968868548   -4.706642857   365.704297     
206      NO_ID      4.324415317    3.182730038    -1.60463007    4.392212173    -4.048863325   0.9584420415   3.637624186    -4.613846689   4.354710445    1.78025659     -262720.746    
207      NO_ID      -5.073977576   1.998535292    -4.539395981   2.3380297      -1.857239509   -0.828926833   -4.555102502   -3.888718601   -4.81315696    2.560931386    1050.428772    
208      NO_ID      3.595934243    4.975213337    0.4060581751   4.188130027    -5.12          4.412848669    4.906337192    -1.926922611   2.579539145    0.2881655483   198939.1336    
209      NO_ID      -3.005393295   3.992447437    4.413137241    2.548390228    -4.873671358   -4.909080783   2.142410568    -0.7631631735  1.28695516     4.173358935    131.270211     
210      NO_ID      4.197435948    2.675650202    -3.416761927   4.814208407    -3.120888036   4.378489685    3.695534082    -2.69222625    2.596712466    4.166818219    66372.77023    
211      NO_ID      -2.878016956   5.12           4.672947733    -3.724768586   4.469568449    -0.4717928682  -0.9197858047  -4.235525994   -3.863311629   -0.651470591   -56.598562     
212      NO_ID      0.8333396057   4.833919687    -2.377296812   4.681410393    -2.258442094   3.765043524    3.375126454    -3.312427913   4.382655501    0.1915911101   71658.30272    
213      NO_ID      -4.840426401   1.135061466    0.6852736506   -3.059074771   -3.734794663   3.189079371    4.552776314    0.8258520333   1.609685823    0.5619682078   5.377943       
214      NO_ID      0.2384252117   -3.033481818   -1.008684297   4.8772604      -5.097270446   -4.834502351   1.968014909    -4.623597804   3.385437551    -2.515888357   83222.29243    
215      NO_ID      2.382535789    2.013136093    0.3192066738   4.366208719    -1.7438079     4.605928434    0.8706786464   -3.428828277   3.986393739    0.1746117848   286.982339     
216      NO_ID      0.9221265087   3.625202679    2.36790723     -3.846509944   2.998872502    0.4357182125   -1.961566033   1.872978566    4.473380332    1.81491382     -1608.709229   
217      NO_ID      -3.170876069   4.96918682     -0.780073106   -3.94559207    -3.862863994   0.6045463685   -4.598782851   1.067684696    3.634921104    -5.088658803   -4602.618888   
218      NO_ID      -4.576673771   -3.141232241   -3.870784633   3.469213218    -0.7487899778  2.734121774    -0.09216091472 3.775297088    -1.547300765   -5.12          -236967.2598   
219      NO_ID      1.265955499    3.167176457    -2.866770395   4.852201782    -0.2037415231  4.771314952    1.242572103    -0.9325515563  2.463199521    2.045384231    25348.75792    
220      NO_ID      -1.00739361    -1.873660272   4.463021077    -1.321419124   -2.292612727   3.021611312    0.3893275986   -1.22471504    3.923463323    -3.822441873   -91.269268     
221      NO_ID      0.6520735779   -5.017444409   -2.602580021   -4.943855993   2.737607918    -1.782632936   -0.314708606   -1.955676888   0.99520422     3.064038207    -4139.323811   
222      NO_ID      3.78013942     -4.318868118   -2.100384282   1.429284355    0.518555799    -2.039141829   1.939143411    -1.62500554    4.519913754    0.5510091053   -1351.398742   
223      NO_ID      3.605087776    3.713008206    0.1112802754   4.01779929     -1.784841101   4.677759635    4.714794286    -3.688266331   4.915948824    -1.748408717   1036.220615    
224      NO_ID      5.12           2.277526316    0.1253229252   -4.802618115   -0.8724203482  4.574779884    1.944400488    -1.67441818    4.292100574    -4.704047391   -208.651663    
225      NO_ID      -2.299541757   -4.978380173   2.800900522    -1.244234023   -2.107202039   1.504450457    -5.065928369   -1.56078051    -4.0829537     4.469512543    6684.418185    
226      NO_ID      2.639249877    1.941068889    -1.536572056   -3.702956265   2.451777195    -5.099207248   2.713548266    0.6826872106   1.670009987    4.73683392     4532.251551    
227      NO_ID      -2.645193968   -4.384137318   3.431384971    0.9228389198   3.177838791    -2.88265113    1.934529925    -4.383206764   -3.594638566   3.678960052    -6507.148992   
228      NO_ID      -2.299119214   -4.77641656    -3.762636288   0.9987645435   -2.75842237    -0.2086097505  1.116840666    -2.44389155    2.616069968    -2.256348956   -0.669122      
229      NO_ID      5.106145082    4.543591235    -0.3768084778  1.728579117    -1.653654753   4.525847242    4.605779096    -3.014912111   1.119694197    -0.3601462692  13941.90747    
230      NO_ID      4.3301239      3.127041773    -0.1313408228  -3.429449225   -2.378868571   1.001137323    2.782699419    4.168853863    -5.113556811   0.2695792621   -67544.14729   
231      NO_ID      -2.548203694   -4.899240408   -2.141977689   4.515553124    3.273368954    3.593730209    4.587489132    3.190813727    -1.072168247   4.966076581    -17777.20732   
232      NO_ID      4.104389575    -4.576112838   2.890496647    4.741416705    -0.3157070435  -0.8797523457  0.4971693261   3.243383386    -1.527851032   1.114850598    -588976.6235   
233      NO_ID      4.594178898    1.660399324    -2.417181307   4.774272076    -3.478341302   4.053399342    4.301022779    -3.571814248   -0.09796314892 0.09530557144  116282.8146    
234      NO_ID      -4.027186346   -4.52350947    4.099925236    2.9600912      -4.525766144   -2.775396645   -4.562835427   -2.986330227   -1.514074889   -5.021007737   -8836.41819    
235      NO_ID      5.072807471    1.951911287    -5.12          4.42257614     -3.032046651   4.746109474    -0.07922710271 -2.340193217   1.652747249    0.4224986715   82317.6613     
236      NO_ID      1.027403139    2.393398966    4.921810253    -3.811381956   0.3051428288   5.042253462    3.902534794    3.728416765    -3.759607824   -4.338659612   9468.158527    
237      NO_ID      -3.055748371   0.6677099599   -4.986841285   -1.679455838   4.070424754    -4.445983289   1.32189984     -3.765786908   -5.105333485   -0.2515581607  16056.06973    
238      NO_ID      3.489506606    4.683983579    -1.846656847   4.957647535    -2.200284492   3.620898447    0.7040838981   -2.829240719   -0.3563504241  -0.2351854282  321612.3491    
239      NO_ID      -2.016436371   3.292530503    0.08276067895  -4.919718964   1.564148815    4.889641933    3.89774434     3.110181423    4.235302112    3.67465252     3329.667111    
240      NO_ID      -3.834000088   1.789316973    -4.736908452   5.000578259    -4.824204578   -4.937971295   4.568120028    -1.03557744    0.6991359332   1.179137786    6896.16032     
241      NO_ID      3.158932805    4.130670222    -3.394140486   5.041738322    -1.127138791   3.625298694    0.06077142198  -3.340941499   3.624587593    -1.15443398    1470.625255    
242      NO_ID      -0.6501953381  3.840257524    5.12           -0.005961826951 -1.453223048   2.09161578     -3.62223342    -0.3639324429  3.141435985    0.7505108994   -322809.0633   
243      NO_ID      0.7507316248   5.12           -4.935384095   2.698792319    -4.844218639   -3.142830271   -0.9536909943  -3.705933709   1.808115482    1.561594161    -339.221659    
244      NO_ID      -1.909171699   4.390915246    -4.744110703   -0.3990808589  4.312475413    -1.420582745   -4.160285084   2.225610526    1.746546976    -0.3302244574  149113.2082    
245      NO_ID      2.512581451    3.916557272    -2.696577544   4.643046007    -2.142891059   2.464029584    4.476418072    0.2774117051   3.150546372    1.791998513    2847.983855    
246      NO_ID      -0.6090883299  -0.5153808581  -4.386399271   -3.924674021   1.483821303    4.359183936    1.875917502    -1.159151797   2.623471588    -4.73233802    3194.056244    
247      NO_ID      2.556833951    2.270502936    2.678086239    2.44659192     4.194352333    0.3579722957   -4.704235804   -4.506118031   1.574586512    -4.354900036   3.317056       
248      NO_ID      4.723996199    2.393278419    0.5803450728   4.054733747    -2.464236365   4.425081744    3.698865535    -0.1765080441  3.654536199    2.302788551    20058.11624    
249      NO_ID      -4.528132257   2.23568795     -2.869468172   -3.626434185   0.7630533002   4.880209923    -2.344800461   -5.12          2.794305507    -1.936367991   40100.17094    
250      NO_ID      -4.841281817   -2.237894085   -4.250981246   4.126425227    -4.744358381   0.09342282826  -4.310327683   -4.045553107   2.348761161    -1.101222501   -26.407032     
251      NO_ID      4.500121039    4.106712958    -3.065387951   2.674744719    -3.432508932   3.41482647     1.385833368    -3.069564245   4.539269316    0.83272496     3161.717307    
252      NO_ID      -3.610223822   2.75833597     1.300284769    0.1749158083   2.54180337     5.057407854    0.282141982    -4.054738844   0.4561155869   -4.354159624   1297.526789    
253      NO_ID      -4.060265249   -4.884045232   -2.397902802   -3.343078786   -1.183132894   4.026234853    -3.357487892   -3.708772975   -4.017614127   -2.211452722   -412.310452    
254      NO_ID      -4.911610995   0.908282065    -3.680100254   2.954355317    0.0554781344   -5.039936256   -3.351857876   -2.931568648   4.718827256    3.425229287    5667.032644    
255      NO_ID      3.459378906    5.003733879    -0.447164641   4.568850791    1.080406663    5.069083462    2.676678597    -3.0380677     1.739693232    1.076747308    62.90127       
256      NO_ID      2.24471818     2.406336383    4.72826473     -2.586284182   -5.12          -3.275241039   -5.109624421   -0.792459457   1.234707289    4.489315074    -1344.522119   
257      NO_ID      2.624802023    -4.720843977   0.3213709137   0.5058513001   4.391246925    4.171307289    3.451108942    -4.189896669   -0.1062505413  -4.105489577   299.559986     
258      NO_ID      5.110065379    2.214997415    -0.2191589766  4.584120097    -2.236491794   4.979719225    1.3384414      -3.062786465   0.8389639469   2.065718743    -59993.51849   
259      NO_ID      4.928003823    -3.868964827   4.48718498     3.285433981    3.468980351    -4.308171487   -0.759832958   -2.400016499   5.12           -3.215500156   21352.31749    
260      NO_ID      5.102363467    4.677694242    -4.566549676   3.229873957    -2.623013166   4.324265941    3.963093168    0.4882061571   0.7881715086   -1.075314772   73074.78117    
261      NO_ID      4.714109186    -2.707845936   2.544382894    3.368049421    -2.852918166   4.818867431    -2.345978048   4.450916555    -4.836269494   -4.049395404   2232.991976    
262      NO_ID      3.186092154    1.394725161    -2.638485344   4.640047012    -2.264791669   5.100154921    5.12           -1.863934983   3.69279833     0.5121396253   -20104.56184   
263      NO_ID      4.635800189    -0.5565926998  0.6580094389   3.148327898    2.249165009    2.551843344    3.809780999    4.642196707    -5.017830747   2.109338155    31.405254      
264      NO_ID      3.784862575    4.818430854    -2.673132768   3.428843588    -2.44003144    -4.638673499   2.568743491    -3.529431952   -5.12          4.270976813    -5175.023951   
265      NO_ID      4.984251011    4.903466972    -2.07176306    4.817801176    0.2095752728   4.125802874    3.700441659    -0.8605091148  2.218002987    3.889611293    -25039039.75   
266      NO_ID      3.53342849     3.835880859    1.068208118    2.43636511     1.011615974    4.883001351    -3.230844557   4.191691687    2.492045814    4.250084679    -37.092058     
267      NO_ID      3.320709929    -4.082844296   3.860409568    4.607638202    4.635963373    1.353895935    -1.150251868   5.040721258    3.782199074    0.8442962436   -424084.8364   
268      NO_ID      -0.8461065777  0.2424079477   -3.231744544   1.883475334    3.358159255    -4.411185104   -4.091711922   5.091781101    -1.376523391   4.036461977    118765.5815    
269      NO_ID      3.56418781     3.333570828    0.05062343739  3.917420036    4.562331563    1.508353236    4.22464162     1.791656462    0.2522076648   4.952944116    19266.97023    
270      NO_ID      4.424580784    -4.977920784   -3.323847244   -4.11633505    -5.057758172   -1.608479185   -2.635503216   -4.080073823   -3.121174233   2.761875351    16537.81805    
271      NO_ID      4.371730234    3.451667443    -3.954894718   4.338724343    2.068853541    5.12           1.567419183    -4.041204091   4.170563702    3.962053475    -37.922044     
272      NO_ID      -5.039922926   -4.67941584    -3.079604881   3.889013212    -4.3937412     -3.471307731   1.70214133     -5.009668304   1.006212814    4.488416968    888.112196     
273      NO_ID      3.900230682    5.008633812    -3.388856974   0.6716906006   3.797721404    2.050023285    4.584978804    -2.850229916   0.7324148504   4.607809685    2332.195324    
274      NO_ID      -4.661967115   1.310317686    4.733645239    1.778789365    4.661658669    -4.640146341   4.315240799    -1.497347912   4.792265882    3.940487848    965921.8748    
275      NO_ID      3.026199637    4.737683471    1.985644819    4.775097574    -0.2529584089  4.557821261    3.698839259    0.7935767479   0.3604674333   3.851873684    97390.05017    
276      NO_ID      4.550581681    -4.20344232    -5.070210915   -2.72293631    2.988047549    5.12           3.556469823    -2.206043081   -3.890591426   3.478630586    -8.795086      
277      NO_ID      4.870900874    4.955089126    0.1882794936   3.074324112    1.870549626    1.597693461    2.000951324    -0.9391829851  3.685490978    2.289713973    38812.83084    
278      NO_ID      4.108500914    -1.39051344    -1.72492868    -4.011096522   -0.1784788804  0.7644378359   5.035356638    -5.082526131   -4.803382918   -3.550084201   546585.1559    
279      NO_ID      4.692499883    3.366083389    -4.590359569   1.833173078    1.275084358    3.754015022    3.08175771     0.2575876987   4.201695152    5.06993013     -230716.8464   
280      NO_ID      4.182298547    -0.8976463324  1.978494175    -3.587487447   -0.2291023502  -3.092194988   -3.840274696   -4.900260663   -4.70327148    -3.101394139   16427.14474    
281      NO_ID      4.106285266    4.10702056     -5.076999357   4.808250161    2.041331972    2.737180394    4.955668894    0.7658504313   3.321699452    2.356112834    -29486.95365   
282      NO_ID      -4.568178488   5.054664533    -5.12          -1.486015647   -1.750269359   -4.702688436   -0.5216260653  -1.862271527   0.04850322637  -3.721624303   -518.601584    
283      NO_ID      3.920177991    4.121301965    -2.49438348    3.465197812    0.5788465863   2.062294678    4.452713358    -3.243618963   -0.8256121059  3.341719463    -96.67073      
284      NO_ID      3.662387062    -5.041593587   -4.382367294   4.720094794    0.6447883167   2.928645681    -3.266530472   0.3386455782   -4.146104588   1.966878646    302.429521     
285      NO_ID      4.822659929    4.899035401    -3.391675529   1.15593008     -1.525538641   5.041348806    3.793603415    -2.178129229   1.632365248    4.609568255    2595840.548    
286      NO_ID      1.675991087    4.891504301    3.571191615    -1.213438074   4.293801927    3.648161778    -4.938563905   -0.9868310635  -4.428804408   -4.355968471   -233335.3283   
287      NO_ID      3.191901521    2.701456376    -0.6963394607  4.853106682    1.555279054    2.158771736    2.006492065    -2.212360915   2.374464081    4.576463208    6230.793209    
288      NO_ID      2.004125935    0.9636698496   4.483936625    4.255160081    1.425991836    0.6121162447   -2.347238739   2.009162865    -4.038124594   -3.357415696   123.327922     
289      NO_ID      3.404351648    4.78888403     -1.349132754   1.293776916    0.4337353412   2.748030392    3.951406724    0.003240381709 1.034747227    4.83670994     -541919.2771   
290      NO_ID      4.054379648    -0.3987970863  -3.649560301   -5.087973412   1.716117014    -0.8222626603  -4.430037836   1.962298814    4.951988814    -5.005496366   65127.66957    
291      NO_ID      2.564197525    4.53325783     -2.139046739   4.582756921    1.50719896     2.423366631    3.112911964    2.305903484    2.07730506     4.069338917    -61.092344     
292      NO_ID      -4.073779064   4.2152086      4.17913372     -3.349919553   -2.380125355   -4.881494431   -4.502680563   -0.6350760311  -2.860709465   -1.045780153   -193032.6107   
293      NO_ID      3.361586753    4.242777627    -2.03817679    3.59002581     -2.649847866   4.570825128    2.586958716    -0.4481213661  0.8791006211   3.798490144    -3590.980491   
294      NO_ID      4.709664423    1.145191139    1.890563208    -3.119159249   4.440363394    -3.107543559   -2.948065447   -5.12          4.911919987    5.060309484    264208.843     
295      NO_ID      4.506784159    2.657920677    -0.3574865282  5.016731031    1.101003535    3.200861647    3.061963255    -0.3371709868  1.481935129    1.29459074     411.010669     
296      NO_ID      2.972845778    3.244609657    -4.766729216   -3.404785975   -4.207388408   -4.967228002   4.605701569    -4.755246819   -0.296629249   1.246565535    468.122598     
297      NO_ID      5.020656335    4.56296134     -3.754438517   4.777338266    -0.3801866508  2.716160278    4.329069903    -3.702865253   4.435507937    3.225105069    33634.91898    
298      NO_ID      -3.09046562    -3.568066814   -5.077559549   -4.289688634   -4.520006493   1.468442367    4.16955196     2.557907064    -1.634994823   -3.587305489   523.579101     
299      NO_ID      4.764602397    4.638063716    -1.620001173   2.782924405    4.328912634    4.52170471     5.12           -0.8683871098  3.638149372    4.524069563    225892.927     
300      NO_ID      -1.690323172   3.989895711    0.1653672117   -4.616404688   3.634067195    -4.079308145   1.144239486    4.648491353    -4.220781846   4.202608978    -6.018434      
301      NO_ID      3.240906478    5.065589912    -3.946010309   5.075175199    3.077290545    3.556995357    4.534193847    -1.594871546   2.520487552    5.12           3953.692176    
302      NO_ID      -2.1249737     -1.701887681   -2.50299297    -2.716533994   2.082736371    4.545545448    4.903001338    4.063448069    -4.18719856    3.582858193    1405.538419    
303      NO_ID      -2.48538498    0.3118818126   3.826421949    -2.467599892   -4.993646611   -1.039904213   4.6774758      2.811746293    -2.187869248   -5.12          -249794.8008   
304      NO_ID      4.057767414    2.863114805    -2.445387346   3.356281141    0.3149832692   1.900709326    4.796726519    -1.029048624   4.108255299    4.257774815    683316.4344    
305      NO_ID      0.7925871806   -2.013781508   -4.797063629   3.676849338    -4.719568835   -2.279845024   -4.907456515   4.307754492    4.434774464    -1.790655102   81.379106      
306      NO_ID      4.737849735    4.494594779    -2.772025319   4.644655801    -0.4414278536  2.343027537    1.459232458    -2.951929864   1.113251289    2.490216962    -246.58114     
307      NO_ID      -4.579421586   -2.850806972   -4.305920464   0.7342509846   3.629897205    0.6929152038   3.809538219    4.140322455    4.485247556    1.342089959    5097.51961     
308      NO_ID      4.815000706    3.939882586    -1.465667337   4.44365441     -0.3946916196  2.711680643    5.052152063    1.929384741    2.832492686    4.665104908    -1257732.109   
309      NO_ID      -3.804081729   4.530690642    0.953503919    3.239814166    5.12           2.984560747    -3.795360283   4.201395045    -2.514428249   -2.848715484   -740.475403    
310      NO_ID      5.12           4.705302113    -2.310010606   4.837679021    -0.3105785295  4.355993947    2.595617539    1.860002284    0.3679289818   4.736330364    473138.4121    
311      NO_ID      -2.358732847   0.6324821667   -0.4450900673  5.12           -1.380633088   4.531081379    -4.770361228   0.7713589501   4.992026507    -4.520379744   -4737.619992   
312      NO_ID      2.760191688    4.329188217    -1.809070938   4.598133062    0.1749749229   4.083824754    4.592112659    -2.216009004   4.384935005    3.216125054    -74009.97478   
313      NO_ID      -3.602860695   3.759584036    -4.430639432   4.676297868    4.37807879     5.045063317    -2.041289961   -2.479088767   -1.945207856   1.100230561    193854.6838    
314      NO_ID      2.236950725    4.267561424    -3.035033025   4.487248072    0.1402816231   3.006882191    3.512416025    -0.882550577   0.2919880441   4.535002704    81.264924      
315      NO_ID      -3.762552109   4.418887048    -3.75970481    5.045886486    0.5002086714   -2.261752198   -4.51318732    -4.621618127   0.5907870718   -4.881662521   58.271382      
316      NO_ID      4.683736891    4.317067664    -2.887817167   3.575584851    0.0418010416   3.844278265    3.928272309    1.601115689    2.620369634    1.448784003    -3089.944067   
317      NO_ID      -4.71502221    -3.525034255   -4.972568076   1.026369988    4.334017018    -1.843059489   1.626175856    -5.064584425   4.794431933    3.890888968    425.176145     
318      NO_ID      3.85827679     3.896118213    -0.7555386953  4.497823915    -1.596695788   3.65123251     4.898185193    -2.338130596   0.6222203134   3.83806479     80531.36617    
319      NO_ID      3.634477038    -5.083375041   -4.439778407   2.891808169    -5.12          -2.493343759   3.862302634    2.045530546    -2.313588091   3.405224309    -11.618646     
320      NO_ID      3.95561716     3.584742251    -2.583667568   4.476345775    1.216694172    4.015122458    1.27553383     0.534238952    2.838930514    4.9373071      -755.448322    
321      NO_ID      3.218038102    -3.622253314   3.129216148    3.821886228    -3.238204552   -4.244527765   3.638801406    4.2900755      4.030764916    5.12           -202.216986    
322      NO_ID      4.483747684    4.224205886    -3.22157232    4.879022471    1.483146446    4.517271002    4.602323542    -2.325259017   0.1264640963   3.317768512    39.699838      
323      NO_ID      2.252701662    3.917684918    3.671907606    -2.536053084   2.497473367    -3.886935366   3.428106587    -0.4141980466  -4.531137772   -0.8700196936  -22058.99475   
324      NO_ID      4.440690328    3.194210537    -0.769468835   3.567811286    2.050542055    5.01131431     3.590320252    -2.539639854   1.746365889    4.170068872    -4079.674848   
325      NO_ID      4.399405238    -2.445458524   4.8943793      -5.12          3.862069909    -4.451601037   2.607494558    3.544501311    4.066595361    -3.002115191   4734.461726    
326      NO_ID      5.059060525    4.993214383    -2.875988913   3.933906817    -0.09846724356 1.371498851    4.228488626    -0.6670678662  2.392002127    4.671425323    -7039740.214   
327      NO_ID      4.934243216    -5.12          -1.537040556   -4.504955299   -0.8661497987  -5.10933523    -4.033084012   -3.340285262   3.521326904    -3.246167873   5227.634848    
328      NO_ID      4.995227376    3.499349938    -4.385927467   4.628097158    -0.4555150292  4.516092107    4.78309463     0.8422159728   3.458450016    4.358880499    -453.575013    
329      NO_ID      3.946842313    0.259205601    -2.870126392   -4.231727143   1.635355595    4.278585648    -5.103163457   -3.091630086   -5.026331401   4.640523316    -596.207729    
330      NO_ID      4.836227106    4.205061561    -1.525761321   1.961785055    0.5628713911   4.859546791    2.662671339    -0.9451136038  3.16964181     4.701882628    2022659.771    
331      NO_ID      4.965121544    3.665886668    4.945801951    0.5956852484   4.48996839     -2.743879849   -1.964499032   -2.236906652   -4.46362161    4.790773985    -10159.39558   
332      NO_ID      4.824459509    4.745282663    -0.3465910243  4.459810595    1.370196652    4.279910405    4.505852762    -1.263342505   1.454880951    2.008407971    -89304.35882   
333      NO_ID      -4.734794918   4.542644786    -4.884254761   -2.266313116   5.049165366    -3.859041489   2.197462196    -2.299729053   3.201034499    4.587406935    84.665812      
334      NO_ID      4.928370705    4.414557394    -1.676583232   5.021148721    1.486972291    3.51042203     4.234995467    -0.8998211434  4.855823141    4.042089476    2114738.2      
335      NO_ID      -1.478207903   -4.033307487   4.968060772    -4.646577654   4.155329914    -4.232391784   -1.039350377   1.240105884    -4.33478519    1.329767404    10996.01637    
336      NO_ID      4.984487842    4.38124585     -3.168053725   2.863404466    2.203090631    3.397160049    4.321858874    -0.5985027279  2.534545457    2.710993956    -53231.75936   
337      NO_ID      -4.893901279   1.553685992    -4.2624302     -2.233390167   -1.232073721   -4.675726085   4.922234569    4.545418066    4.066825668    3.502690026    -82.257812     
338      NO_ID      4.75983825     4.239528343    -3.653385929   5.12           -0.2185299566  5.11769185     4.458436311    -0.35407523    0.274707495    5.083414512    -1395080.838   
339      NO_ID      0.6056338375   -5.108796113   -3.370705514   -4.847793743   4.981639432    4.963420223    -3.312642766   -2.082582915   5.12           0.8320581669   -25088.34408   
340      NO_ID      0.427775817    4.183897619    -5.041700936   5.12           1.736308297    -4.251118977   -3.756207537   -1.716313856   -2.495821324   5.044964142    2460.942096    
341      NO_ID      4.801426304    4.436097017    -0.8828283054  2.99412242     -1.037561349   3.636309587    2.742384541    -1.14322695    2.682050642    2.987925452    -7763.886938   
342      NO_ID      1.79694511     -4.762025839   -2.695960503   4.441935335    -0.2976338635  0.5681816644   -3.756822423   -4.769489105   -1.317925745   -4.145944029   54.607326      
343      NO_ID      5.099405234    5.101898563    -0.6267125566  4.86348992     2.56832082     2.214019334    3.987772093    -2.11772848    1.191414912    4.797710129    12912.46321    
344      NO_ID      -0.2959343348  -4.408505523   4.060493703    1.869323912    -1.637332336   -4.815125173   -3.056793639   3.597473221    -5.12          -3.460308702   20325.0418     
345      NO_ID      2.326080543    4.773923933    -0.3781804972  4.948924464    -0.4934113912  3.964790724    3.461096012    -0.4414525217  1.98507194     4.338522708    20704.97045    
346      NO_ID      0.6211017422   -2.019021794   -4.194595555   -4.255741116   -4.070941075   3.760388261    1.915560852    -2.244410318   -5.079797467   2.040628977    -11.087423     
