%eval_id interface cdv_1          cdv_2          cdv_3          cdv_4          cdv_5          cdv_6          cdv_7          cdv_8          cdv_9          cdv_10         cdv_11         cdv_12         cdv_13         cdv_14         cdv_15         cdv_16         cdv_17         cdv_18         cdv_19         cdv_20         cdv_21         cdv_22         cdv_23         cdv_24         cdv_25         cdv_26         cdv_27         cdv_28         cdv_29         cdv_30         cdv_31         cdv_32         cdv_33         cdv_34         cdv_35         cdv_36         cdv_37         cdv_38         cdv_39         cdv_40         cdv_41         cdv_42         cdv_43         cdv_44         cdv_45         cdv_46         cdv_47         cdv_48         cdv_49         cdv_50         cdv_51         cdv_52         cdv_53         cdv_54         cdv_55         cdv_56         cdv_57         cdv_58         cdv_59         cdv_60         obj_fn         
78       NO_ID      0.01310113224  0.8298259012   3.067901009    2.686775965    1.990082312    2.081939959    2.199816351    3.09575525     1.225575496    2.058221198    2.914087206    0.6290384199   0.4246708759   2.870047594    1.270239555    1.041538899    0.8275906217   3.089911921    1.232243928    0.2935050932   2.646459104    1.000184507    0.3326433645   2.383017145    0.8284475721   1.831638282    0.5150290467   2.613115924    2.687409488    0.2385303561   2.097961895    2.647985158    2.26568433     1.115056458    1.178700377    0.6709325551   2.260335029    2.813738049    2.017504184    2.172542674    0.1447823508   2.608978721    1.00322608     0.7398479174   2.910218231    0.1976918322   0.7189238167   0.8977675547   1.455707925    0.2946252415   2.95481751     2.962147331    2.501300841    2.650683211    2.548371799    2.963360667    0.1549116127   1.527210349    1.094907107    2.464157252    -0.824617      
79       NO_ID      0.2901602878   0.08415809879  1.028993351    2.40409338     0.5943495296   2.47347458     0.058593518    1.387339707    0.4482132787   2.21885373     1.500554183    0.7794287694   2.604525753    1.530487437    0.4270631965   2.62680243     0.05688072568  3.013445379    2.345922732    3.111188129    3.060179036    0.1149747318   2.722895987    1.491760917    0.9624117731   1.988310408    0.3265048704   2.856590746    3.026771032    2.745628293    1.303882523    2.783636283    1.078303882    2.423784852    0.8100018787   2.946648411    1.766924265    0.760169529    0.3950202572   1.689229228    3.013495784    1.490668204    0.7738829827   1.901812555    1.20848392     0.7683614593   1.269456219    1.641512341    0.5982586281   1.968520972    0.8275418005   2.740463494    0.8398881134   1.690971473    0.4169792192   1.874666795    2.423791343    0.1913556892   0.3988172007   2.896992816    -0.77362       
80       NO_ID      1.691106836    0.2293026482   0.862816778    1.81471714     2.523177788    1.051408649    0.5212691249   2.079857019    2.255019466    0.9294583498   0.6463581444   0.3461429018   1.049515944    0.500139884    0.1986786682   2.804110541    2.171982302    1.224949257    1.106356698    1.173139643    0.3664479281   2.532192237    0.1988080256   1.424398181    0.4709858349   0.1250979625   0.01687057591  1.02415103     2.099974007    1.744939149    0.1464575399   0.04442692019  2.161160105    1.594118963    0.2372860097   3.1325691      0.4830836657   2.067331551    1.319394381    2.100647444    2.558671648    0.8866719442   1.269108792    2.716300415    1.364851744    2.530205114    2.078061338    2.951754613    0.9747324154   1.216061826    2.452712492    2.573707164    2.87425652     1.912461156    0.3615628309   2.09686515     1.798210426    2.760868197    0.4496631137   2.85370259     -1.090491      
81       NO_ID      2.726565577    1.470497541    2.558148036    0.1657078618   2.657091704    0.6188155007   0.3878350116   2.322300862    1.947226398    2.979622451    1.81834299     2.57536706     0.2578501603   2.128769636    2.037258065    2.924452213    1.685089877    2.941678621    1.261374072    1.347594325    0.3782940899   2.746111644    2.806961103    0.7575961554   0.496344243    1.025364155    1.573046003    3.10665798     1.888450446    0.5491986058   2.87266928     1.874673812    0.162296924    0.3753437624   1.32035616     2.986923377    0.3717424781   0.04326420965  1.999723848    2.332333562    2.030750046    1.604880068    1.986456787    1.489133817    2.930281787    1.063000874    0.3280255972   2.884234612    0.8664916911   0.4809553854   1.280269878    1.507606075    2.020746712    1.950339534    1.787261613    0.2324330349   0.7261512454   1.122869654    2.61213226     0.1291218593   -1.855399      
82       NO_ID      1.697686946    0.3158356937   2.67517098     1.679563027    0.9328389089   0.421519505    0.2063867503   0.6956430327   1.997592744    1.895196832    1.833918341    1.833195611    1.89423841     1.254376904    0.8704211928   0.2302117377   1.327429563    0.1198119928   0.7305105056   2.692565767    1.011385987    3.045717775    0.9610076359   1.682216652    2.580673922    2.682263986    1.300488918    1.862639972    2.522215806    0.4475083698   3.103920486    0.6446646547   2.375691657    0.3120374628   0.8560906072   0.4411385867   0.6515033319   0.3491318837   2.712286159    2.590177091    1.103118491    1.906080281    1.10200424     0.1077704765   2.755930207    2.943279901    2.884412236    1.573861948    0.7515808311   2.107588508    2.949882491    1.247003983    1.380809556    2.354953662    2.009547997    1.297233341    2.739927522    1.679347614    0.1759991061   1.437700652    -1.035474      
83       NO_ID      0.9635411376   2.777423484    0.4973672828   1.833750246    2.475806207    1.329439803    1.183536807    1.582311591    2.107576871    0.05773631031  0.9983553525   0.07929053422  1.882702       1.298598425    1.983240706    2.020682392    2.130327983    1.685253759    0.007713196806 1.079110902    2.012609257    1.559716492    1.320140437    1.367766032    1.890876469    0.3419613027   0.07432955769  2.537495927    2.48095716     1.339574286    2.818864213    1.227596893    1.051738739    2.263184821    1.625438868    1.693674546    2.202097953    0.9594323018   2.577535301    2.762538353    3.134964762    3.014201024    2.174795538    1.986347134    0.5414663756   2.889357202    1.776567157    1.882233874    1.687989781    2.646193032    1.252772178    1.178677597    0.7983895551   0.9484537831   0.9973662923   1.323258683    2.056691892    0.1377499155   2.741794853    1.918158961    -0.381414      
84       NO_ID      3.126663733    1.967380652    1.856415964    1.954390223    0.3508201249   1.206711207    2.61381357     1.36765886     1.435080101    0.00589462265  3.015738449    2.867416353    2.421612653    0.5273828033   0.7058293321   1.281512831    1.582480578    1.258301913    2.474855488    0.1038122571   2.176790233    1.992256205    0.1150114752   2.471901642    0.4353858301   1.920574096    2.183062784    2.71196845     0.92241314     2.459070117    0.3916037256   1.489078543    2.353076175    2.634412579    0.336941042    1.230529252    2.48983114     1.587312016    0.1522042494   1.703802985    1.316583407    1.143966703    0.01319306323  0.8386794509   0.7941628356   1.512136718    0.3633241211   1.441197525    1.320480309    1.095350108    0.2716425159   1.69264108     0.9916224651   0.9357133003   2.576876329    2.26951245     1.508541327    2.548625027    1.545243266    1.954476321    -1.692354      
85       NO_ID      0.492279582    2.321050768    1.101106349    1.186346203    2.363055476    2.883129078    1.795615478    0.2270259833   0.6317434454   0.4055573999   1.526676023    2.394323747    0.3661513968   0.6135988493   1.816242575    1.880197533    1.968154758    0.1924147337   0.6225093447   0.880894042    0.3002407593   0.05739952611  1.959463285    0.1540669365   2.357688892    0.4491715493   3.002534588    1.671844216    2.820127034    2.040058512    1.859553446    0.4362266338   1.906383303    1.376830489    2.07225384     0.979055336    1.685336805    1.915753625    2.781320464    0.0879212486   1.197833682    0.5709687844   0.4089026725   2.519216037    2.706681734    2.096293673    1.419241526    0.2303929099   1.826616314    2.252567907    0.3331737739   3.110862783    1.676585669    1.63257642     0.4918269648   1.239620302    0.9360476323   2.827298696    1.532400403    2.369470757    -0.817088      
86       NO_ID      0.7390454643   2.484176398    1.429732832    3.007401275    2.197545384    1.354975006    0.7620598334   0.3038653468   0.8387047088   0.1541205482   2.599042423    0.2871299792   2.547082933    2.344043122    2.291755242    1.819532047    1.932162912    0.9893414735   2.869537799    1.889441543    0.09078660194  2.125113623    2.370465703    1.089782196    2.737250295    1.507093222    2.279410792    2.333615864    1.648612007    0.7264953761   2.052032304    2.486643633    2.78677885     1.887795865    1.744013033    1.597425278    2.529741856    1.466085214    0.9346632605   1.789583856    1.444190393    2.564366152    0.5123114897   3.11478888     0.5182862619   0.581319761    1.150650978    1.885617797    1.215466308    2.016953712    1.73461021     0.7933716942   3.082600211    2.20701462     3.118105076    1.624080255    2.34085028     2.353822866    2.818833366    0.7148590188   -1.255511      
87       NO_ID      1.961016898    0.7041583242   1.452867545    2.793121364    2.32329667     1.592090043    2.743284269    1.320292573    0.9341755598   0.5541473714   1.636567963    0.7074578236   0.2414550659   1.073687935    3.002968719    0.5151580604   0.7361553299   1.109543441    2.229460502    3.026169458    2.16342096     0.7580823376   0.4038577065   1.593570231    0.7563250376   2.430176903    2.94328019     1.958897585    1.426516304    2.920547561    1.814013371    2.320072045    1.769062619    1.389843556    1.577533913    2.489002328    2.153725885    0.2770948281   0.7715335608   2.65658682     0.3478740269   1.927573012    3.025988485    0.8828760622   2.796097312    1.678161116    1.044649585    0.4156182693   2.738830982    1.839925403    2.799543088    2.451916604    0.9346153596   3.064814425    1.92259857     0.5444373489   2.687749175    0.3047728439   2.655777475    2.076974427    -1.740079      
88       NO_ID      1.764627236    0.3633538364   1.300503515    2.856712106    1.899403124    2.529579311    1.671333829    0.1669365458   1.574357042    2.384302172    0.7557718135   2.124211818    2.316896971    1.788631271    1.192235388    0.6137535981   1.735296352    2.520474768    1.584898244    0.7526671564   2.276809922    0.9591686784   1.427479764    1.966041185    1.160188753    0.4209052904   1.498119484    2.230659661    0.4901600493   1.984264772    3.01011088     2.290086831    0.5591453721   1.609756286    1.128729565    1.914338366    1.218049439    0.9237337409   1.459907472    0.3562468128   1.340931337    0.509825473    2.085930394    2.197578074    0.5912847027   2.971553413    2.793617732    1.709858675    0.2676416227   2.710766439    2.530318484    2.826051253    0.1024482861   0.2877959988   1.96041907     2.824607641    1.986069153    0.1224462347   2.303129226    0.2259350974   -0.980521      
89       NO_ID      2.544340067    0.3950275482   1.90335773     0.620180399    0.1006412431   2.558632645    0.6767086141   0.3250070995   1.899168276    2.113257845    1.953064763    1.5889704      1.206503565    0.5714433144   3.129484674    1.481104655    0.2373333599   0.7674294175   0.8513920698   0.4983366819   1.785147259    0.7396078992   2.937854572    0.3020240611   1.61243699     0.3617391218   0.7681395994   1.248445792    1.002648776    0.8171242447   0.09815158184  1.139134933    3.01082472     0.188398491    2.293296131    2.545655228    2.076765719    2.85154266     2.806262177    1.635020244    0.9405326662   0.9389947957   0.354061912    0.2718501146   2.554435988    0.3870123529   1.654475843    0.9275120322   1.306512698    1.341433229    1.776466458    1.30182652     2.092621273    0.2570290028   2.301547035    0.1194580068   2.418936415    0.6033928642   3.108318341    2.821675391    -0.885527      
90       NO_ID      1.598901197    0.444432578    2.028244548    1.211676183    3.128300646    0.5839225807   1.715994622    1.987681909    3.006997597    0.4524167834   1.228603474    1.298593364    1.128929875    2.618774859    0.1449490325   2.64931374     2.840836604    0.266111362    2.57871982     2.712432727    2.514634105    1.893819232    2.171908018    1.722959153    1.759991536    2.726281114    2.559250216    1.925330615    1.32929206     0.7182694314   1.409002099    1.816200788    3.114561795    1.800522315    2.871025069    2.728469148    2.903081319    1.841063281    2.894106142    0.3223720339   2.249410632    0.3727995364   2.362577966    1.634215033    2.366450612    1.565825603    0.008653894647 0.7020647024   0.2155557417   2.970945679    1.704118075    1.971534745    0.8764449932   1.364283118    1.14810881     0.3660731991   2.870741358    1.257439406    0.5785105446   0.899255112    -0.381607      
91       NO_ID      1.376104188    2.762774242    2.941043662    1.631003154    2.108841978    2.349979157    0.2257981536   1.933823898    2.794484122    2.797885062    1.302273206    1.916709892    2.718441987    2.315392667    1.882380681    2.184188239    0.1235635054   2.247676139    0.7957738441   0.08354578376  0.9752357424   1.586088025    0.00604932573  0.08736912975  2.555231662    0.8872765919   2.085667934    2.377664082    2.211110752    1.146373276    3.058882541    0.1633068681   2.122817742    3.138211853    1.520245521    2.98139598     2.408013977    2.61360664     1.800834936    1.752077876    2.296818754    1.183845396    1.882990191    1.130650449    2.770691932    0.1126304892   3.042126784    0.2172687342   0.4975544775   1.770732603    0.9896860534   0.4896299089   0.3724924202   1.455424262    1.215245869    1.57783984     0.3356477287   2.58380129     2.052767426    0.7256612672   -0.424005      
92       NO_ID      2.767844429    0.8812152622   3.114253507    2.554885024    2.604156857    2.775367377    1.638424473    1.87997331     0.7110613701   0.6320713738   2.76892629     2.771328019    1.577416653    3.032992972    1.586443179    1.576444704    2.921931751    2.650953353    1.0478859      0.5127401549   0.6676261258   1.129448544    1.777760384    0.874643352    1.427442158    2.358415091    0.1029134642   0.8641254464   1.384050561    1.29938651     0.1860037469   1.428862553    2.176063362    1.488648155    1.360656212    0.1010691259   0.3424442748   0.7324561133   2.481251796    1.879961193    0.2606306038   0.1847282371   2.826158019    0.3201371919   1.862770108    2.306179956    2.53533798     0.7456897356   1.391333638    1.85982109     1.871439951    2.224689701    1.480267179    2.016396515    0.1381125587   0.9712986307   2.98335007     1.915316269    0.7755246451   2.018465698    -1.213477      
93       NO_ID      0.1979936136   1.938054902    0.5968184889   0.002261138751 0.9742930862   0.2190878677   2.540499381    2.783244718    1.634500991    2.939724674    0.2468183764   1.193969802    0.4572237621   1.283662182    1.507559234    2.046632118    2.466065028    0.05846791822  1.386768756    2.782026875    1.661056396    2.606377284    1.006442752    0.03588257525  0.3103691489   0.9218100787   0.218617225    1.182130525    0.7508911655   0.8875891773   2.206807972    1.71738892     1.015099272    2.915731856    0.9668874577   0.1381189465   0.5747837416   2.456731258    1.701865973    1.795847622    0.05216749864  2.125004292    0.1884557719   1.75062306     0.1594331804   0.7145916837   1.004405298    0.08207288551  1.066157516    2.987504001    1.378265056    2.115588037    1.165315501    2.489399399    0.7411557115   2.132257573    0.08151188364  0.8603996258   2.032911666    2.716014726    -1.776749      
94       NO_ID      2.873590829    2.681516114    2.705581753    1.918704383    1.194277023    1.431355423    1.269701313    0.4538390609   2.325942831    1.249484115    1.423273735    2.082549254    2.747250071    1.337027373    1.197947094    0.7632252823   0.934957914    2.638061396    1.713035636    1.950743659    1.88655502     1.97555141     1.819956381    0.3870619474   0.5966732851   1.062065377    1.178178061    0.2505381265   3.078082922    0.603238671    1.072502534    1.46458329     0.1463052344   2.606775361    3.109043058    1.83727102     1.052222318    2.377894654    0.4536559995   1.25826959     2.206406457    3.138513617    0.5633598642   0.6931176311   1.312908514    2.672561426    1.301351563    1.00051372     2.507310365    2.512176521    0.3550305377   1.357756483    0.7450943454   3.098939909    0.7962411168   2.702808933    2.02004944     0.01798344414  1.38908738     1.997958508    -1.795802      
95       NO_ID      2.317971148    0.6315334509   0.5243599825   2.479495927    1.386416131    0.5116264592   2.997277396    1.660719558    2.855877383    1.379819447    1.698513717    0.3239767803   1.719988282    0.3197249419   0.9565423445   0.9961618578   2.633533542    3.068524556    0.554527521    0.9446873701   2.826713626    1.535666089    2.135239502    0.8154894762   1.198493576    2.97163091     1.409400646    0.03632739903  2.384732083    1.371103392    2.950973596    2.91786914     0.6115649058   2.194204473    0.2194542206   1.448587593    0.4196868946   0.4759099485   1.956236287    2.799901772    1.665152353    0.2484551148   0.2503681728   2.104535671    1.693363808    2.033948355    0.2721608446   1.734185777    1.742315172    2.389750745    1.925501627    2.151335572    2.301209604    0.1317675036   1.362978084    0.09006909319  0.1926983255   3.061168108    2.341535889    0.5750845683   -1.432478      
96       NO_ID      0.5824140946   0.1323121971   2.495298284    2.322611231    1.548223227    1.026383083    3.069472159    0.0618756928   0.6853700774   1.974789065    0.2859479986   0.4609925544   2.044423353    1.468969334    2.260288393    2.301600432    1.77913562     1.291612284    3.118640047    0.3974676756   1.212815492    2.876076927    2.974998611    1.38853968     0.3875702994   1.133093576    0.1750522796   2.27644579     1.062181659    2.973358484    2.564922031    2.961095562    1.676839521    0.1189041354   2.829039036    0.7913279767   1.264528821    2.131467605    2.613334527    0.897584697    1.587496487    2.221247252    1.367637858    0.2997213823   1.021896156    1.301671066    1.94483714     0.8435564956   2.810535225    1.607445332    0.5171197764   0.6810199393   2.968493659    1.335641039    0.3367019839   2.945497296    1.38808935     2.963085294    2.548339916    1.603482419    -0.496269      
97       NO_ID      2.616899364    2.053154514    1.230633398    0.8428572785   1.240052052    0.9068043499   1.749252585    0.7338622179   0.7975821191   1.537460436    1.412962344    2.894742538    0.5489567734   1.995753691    1.953896736    1.406737574    1.06096832     1.437337856    0.6598066031   1.046147378    2.763295756    2.321495433    3.083503947    2.541523939    2.905046312    1.745533249    2.713019048    0.7563299814   2.275889223    0.9495102248   2.855931011    0.5869408198   0.7671025309   0.5223034477   1.894091505    2.696288448    0.22505259     0.3781718436   1.219274746    0.9904397395   0.2992189174   1.807330721    1.256403973    1.276260169    0.07666547258  0.5385026589   1.487291485    2.891083889    1.968068416    0.9187587525   1.619071185    2.707802476    0.6330045042   1.10173545     3.017186092    2.484821409    0.3604212085   1.392567212    0.01678866565  2.794999817    -2.766342      
98       NO_ID      0.1235449311   3.114981106    1.587724177    2.034267777    2.789355015    0.4595545595   0.3288267282   2.04171323     1.045440508    0.08238813708  1.473456019    0.9975690772   1.239245509    0.05969883447  2.34439264     1.027801729    0.3605683628   0.1455648766   2.757140385    0.1278916713   0.224640267    2.188070992    2.474055707    2.707765031    0.02581915908  3.040661506    2.399881766    2.192720358    2.769507071    1.391558767    2.390373051    2.085108434    0.5681692783   0.7493384622   1.003607854    0.4819148318   0.1046790721   1.654317677    1.087054118    0.8443910206   0.948718499    0.8049146195   1.07418647     1.711757997    2.210636045    0.6117342814   2.574446046    1.37922151     1.374181422    2.273987778    3.122694904    2.694730181    0.6722022796   0.07816535125  0.8522747066   1.563235494    1.715167125    0.3747362423   1.835681636    2.966905572    -0.236526      
99       NO_ID      0.5151196334   0.5874702249   1.178689788    0.3506525818   2.343423292    1.142977448    2.88157444     2.864054559    2.655859259    1.483730354    3.046854214    2.813022622    2.780124608    2.400235366    3.023963368    0.7520762602   0.2653425936   0.5074213934   0.5664636114   0.01197202772  0.4499335137   1.423153762    2.911679711    2.497714819    0.2453824188   0.8558487353   0.6621102121   0.5587068703   1.77509423     2.575034796    0.8582375564   1.762678929    0.05888909516  1.239761184    0.6980388765   2.593449279    0.5626683845   2.346276744    0.3302646266   1.581513743    3.067253147    1.198181463    2.959207957    0.9486300936   1.443773255    1.247684036    1.213394645    2.581948068    0.3241789256   1.532670469    2.367483169    0.7457608742   1.105103048    1.827796672    0.4705979381   1.373352191    2.298782564    1.771236399    2.474288613    1.151046473    -0.829925      
100      NO_ID      2.501462634    2.605935016    2.824807279    1.982201022    0.485438939    1.481821082    0.820297829    1.03653433     0.1023468946   1.20368446     0.8498523592   1.911842201    1.342381121    2.950269093    0.7638708795   0.1804550031   2.789744667    1.797776482    0.4082516019   1.843217277    1.338867002    2.931038444    2.491559164    1.530879152    1.9693311      1.967108701    0.4018297051   1.543046549    0.4313858184   1.779184712    2.635296592    2.882515625    1.243517652    2.532293973    2.721901201    2.88889924     0.9815275889   3.065340501    0.6927994241   0.3901385773   0.6906530493   1.595067625    0.4643649408   0.5013823098   0.861768182    1.791344511    1.565888806    2.211361965    0.07557281267  1.438731864    1.599612877    3.06234466     2.602579119    0.4002648743   2.732529833    0.4102030366   1.689913877    1.235572739    2.902357469    1.09459049     -2.370628      
101      NO_ID      3.1415926      3.1415926      1.265972003    1.727966358e-15 1.565906214    1.889886032    3.1415926      1.821086568    7.078266207e-15 0.6778390405   1.943537162e-15 1.875276       1.156290583    3.5571552e-15  1.524966067    1.485870192    1.584067372    3.1415926      1.426017224    4.381682231e-15 1.725169622    3.1415926      1.784422793    1.868918473    3.1415926      3.307848477e-15 1.776861406e-15 1.468314907    1.754165175    1.686666395e-15 0.6356029916   1.588605307    1.808321163    3.1415926      1.114694682    3.1415926      7.667341519e-16 4.760005779e-15 3.695547385e-15 1.479908203    8.431234468e-16 3.1415926      3.1415926      1.733408429    9.710475432e-16 3.879786246e-17 7.657887279e-15 1.724997802    3.1415926      1.450427351    6.500758515e-15 0.6699271008   3.1415926      3.042297848    3.1415926      0.5305932229   3.1415926      3.1415926      3.1415926      2.616215939e-15 -1.520228      
102      NO_ID      3.1415926      1.601974298    2.146647343e-15 1.853344101    1.711031728    1.664072745    1.376740775    3.1415926      2.261214182    2.482585307    2.12002887e-15 4.288415221e-15 5.254513188e-16 1.432897602    1.918825782    1.902280919    3.1415926      3.1415926      1.649837751    1.512942095e-14 1.474488453e-15 3.1415926      1.563466918    1.80265704     3.1415926      3.613416571e-15 3.1415926      1.753024045e-16 3.1415926      3.442158912e-15 1.498581614e-15 3.1415926      3.1415926      1.782115459    3.147148702e-15 3.1415926      3.188006601e-15 3.1415926      8.428044946e-15 4.064448152e-16 1.464403322    0.9819156428   3.1415926      1.145067455    1.004138286e-14 2.881778854    1.714767452    3.1415926      3.1415926      1.521640493    9.171707128e-15 1.339638592    3.1415926      9.53840514e-16 3.1415926      1.520149093    3.1415926      1.317420824    3.1415926      1.508467749    -2.382116      
103      NO_ID      3.1415926      3.1415926      2.16511624     2.068957102    1.486632242    1.580121575    3.1415926      3.1415926      3.1415926      0.7303518044   2.041814944    4.532836881e-15 2.144623306e-15 1.801959689e-15 3.1415926      3.1415926      1.805749474    1.703042379    0.9635070153   1.418614265    0.6261301087   3.1415926      1.267151907    6.372964036e-16 3.1415926      1.587970962    2.558328716    5.035511487e-15 2.602400832    6.867329524e-15 2.030792115    3.1415926      1.576827664    3.1415926      1.363561464    2.440310019    4.1737717e-15  1.89759835     1.04357223e-14 1.520323106    1.81938032e-15 1.359270798e-15 -4.544767902e-18 3.522861163e-15 1.33660712     3.1415926      6.852612182e-17 3.1415926      3.1415926      3.1415926      9.629394323e-15 1.727359025    3.1415926      1.457321219e-15 2.078919089    1.482630225e-15 1.631190943    0.9574237876   3.1415926      3.1415926      -2.010776      
104      NO_ID      3.1415926      3.1415926      1.814138716    3.1415926      0.717595158    3.1415926      2.081205239    3.1415926      2.601202265    9.669373688e-16 2.333250791    8.667616632e-15 3.103758497    1.968077471    1.649357081    3.1415926      0.9172345368   4.399148928e-17 9.229479069e-16 2.258425554    1.728582423    1.644229951    3.1415926      3.038649434    1.47221093     3.777088789e-15 3.1415926      5.296092715e-15 3.1415926      1.37348657     1.651341981    3.1415926      2.839859328    1.520948908    3.1415926      3.1415926      1.358973489    2.027320726e-15 1.160317346e-14 1.773141889    0.7743822528   1.783203805    2.479607772    4.683141742e-15 1.420140507    0.8396027698   0.8858321813   3.1415926      3.1415926      3.1415926      1.050628976e-14 4.610373947e-16 2.024521125    1.696884001    2.157365925    1.148359912    0              7.772337996e-15 0.9822157779   3.1415926      -0.001244      
105      NO_ID      2.353801298    1.634354058    3.1415926      3.1415926      1.465321022    3.1415926      2.128698351    3.1415926      3.1415926      4.000952263e-15 1.430789442    9.891891883e-15 1.913854302    1.659725718    2.43813217e-16 3.1415926      1.227628399    1.377540414    3.1415926      3.1415926      3.259417003e-15 3.1415926      0.7723658803   2.501783498    1.518515748e-14 1.466191182    3.1415926      1.250866365    3.1415926      1.529545863    6.133168261e-15 3.1415926      3.1415926      1.479464457    1.569433039    1.034836764e-17 1.247120233    6.85927628e-15 1.001581222    6.509107694e-16 3.1415926      3.1415926      3.1415926      2.349740533    1.781843482    1.229790119e-15 3.1415926      0.8352763144   2.359984464    3.1415926      1.38351012     6.961727774e-15 1.772675705    1.635986571    1.344175583    9.213771556e-15 3.044839717e-15 8.475927184e-15 6.035738748e-15 3.1415926      -1.330842      
106      NO_ID      3.1415926      3.21552994e-15 2.142102046    3.1415926      3.1415926      2.108091153    1.7229483      3.1415926      2.471263882    1.665470368    1.825267649    2.036293789    0.5425264269   3.373602223e-15 1.40299929e-14 0.9303531874   3.1415926      3.1415926      3.1415926      1.554467716    1.180333615    3.1415926      1.135945164    1.669025816    1.902376847e-14 3.1415926      2.094906193    3.1415926      3.1415926      2.797499543    1.316961126e-14 3.1415926      2.040771026    0              2.88492804     2.802143835e-15 1.544072286    1.618312696    2.15448465e-15 2.219062717    4.209867e-16   3.1415926      3.1415926      3.1415926      3.1415926      0.5431482496   1.317129732    1.825723742    3.1415926      3.1415926      1.342725591    1.832504751    3.1415926      1.359934953    2.146204199    1.623681915    4.975395492e-15 1.295803957e-14 8.759986722e-15 1.314592031    -0.674378      
107      NO_ID      1.273355059    1.648888215    7.518461327e-17 1.621676305    1.351548084    3.1415926      8.190318976e-16 1.495041799    1.537290986    1.667778045    3.1415926      1.957071804e-16 1.236538549    1.100940039e-14 1.565676504e-14 2.466680047e-15 1.832377404    3.1415926      3.1415926      3.1415926      1.571903862e-15 3.097852397    3.419893043e-15 3.728816043e-15 2.09349161e-14 1.642581346    0.2513064658   3.1415926      3.1415926      1.359002567    1.496856628e-14 1.912268066    3.1415926      1.085115971e-15 1.78348097     3.494439177e-15 1.714671487    0.7526151007   2.767354913e-15 1.136560655    1.271924719e-14 0.7516881911   3.1415926      3.1415926      4.635186411e-16 1.162416956    8.675019745e-16 2.002667611    3.1415926      3.1415926      1.968156644e-15 3.1415926      3.1415926      3.1415926      1.839006184    1.178266201    7.733534864e-15 3.1415926      1.65171302     0.6270271685   -0.770784      
108      NO_ID      4.641733945e-15 1.539291009    2.967764698e-15 2.889403047    3.1415926      3.1415926      1.500629122    1.937603908    3.1415926      3.103805219e-15 3.1415926      1.480574549    1.596026871    1.218310646e-14 2.12390045     1.674693108    1.588448026    3.1415926      1.500899628    3.1415926      1.748572802e-14 1.632732972e-16 1.073772313    1.072704025e-14 2.136283074e-14 1.140016093    6.275496765e-16 3.1415926      1.565341743    3.1415926      3.268326014e-14 3.1415926      1.468864485    8.853719084e-15 3.1415926      3.857758103e-15 1.240379275    0.9047263323   1.609591327    1.575115384    1.973551984e-14 1.583629187    0.7186316155   3.1415926      2.972476418    2.520747026e-15 1.401987923    1.921580743    3.1415926      3.1415926      6.041371387e-15 1.583782621e-15 1.247728067    3.1415926      1.946457367    2.181653652e-15 2.350237119    1.718611944    1.051447778    1.635712979    -1.412053      
109      NO_ID      6.230235564e-15 0.7667677081   1.696818367e-14 2.063791911    1.05808106     3.1415926      1.70362159     1.592158734    1.465137094    1.191105831    1.889836773    0.5517097879   1.537543692    1.502560674e-14 3.1415926      1.582958231    1.507339049    3.1415926      1.790069587    1.455346607    1.802221347    3.966638124e-15 3.1415926      1.123692623e-14 1.333166793    1.100878614    1.689538616    2.080712016    6.391073753e-16 1.852239834    2.005568401    3.1415926      4.801621561e-15 1.50048541     3.1415926      2.092659833    3.1415926      6.274129374e-15 0.8876401431   0.7413266095   3.267388209e-14 3.1415926      1.579658224    3.1415926      3.1415926      1.418840746    6.343075938e-15 3.1415926      3.1415926      1.757196381    3.1415926      1.375630095    1.580229132    1.03558432     3.1415926      1.728546869    3.1415926      1.718924886    2.037834422    3.1415926      -1.189787      
110      NO_ID      0.8644595419   1.861443948    1.879584785e-14 3.1415926      1.877847363    1.60876151     1.70032789     1.582351137    2.541029328e-15 3.679135261e-15 3.1415926      8.439850188e-16 1.635838394    1.708538225e-14 1.456674316    2.14289505     1.013492528    1.983179551    1.786128305    1.675817267    1.533913538    1.121519246e-14 3.1415926      1.103495603    3.1415926      7.810112742e-16 1.511842182    1.094185971    1.698282656e-15 3.1415926      1.725527545    1.693303778    0.6317370491   1.486458986    3.1415926      0.9023724394   1.254537212    7.187912773e-15 6.604119602e-15 1.439190937    1.463406043    1.189666089    3.1415926      1.645518799    3.1415926      1.685355452    3.1415926      3.1415926      1.260734615e-15 3.1415926      3.1415926      1.725034372    1.751822304    3.436484828e-15 3.1415926      1.335654341    3.1415926      3.1415926      3.1415926      3.1415926      -0.597089      
